Consensus (automatic)	Assessment_1	Assessment_2	URL	Project	Method	Invariant_type	Invariant	Comments
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L46	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	other._id._pid.OneOf(0, 652)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L47	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	this._id._increment == this._id._pid	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L48	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	this._id != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L49	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	other._id._machine.OneOf(0, 10227856)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L50	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	other._id._timestamp.OneOf(0, 1549695851)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L51	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	other._id._increment.OneOf(0, 6650792)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L52	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	pre	this._id._increment == 0	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L53	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id._timestamp == Contract.OldValue(other._id._timestamp)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L54	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id._pid.OneOf(0, 652)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L55	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	Contract.Result<int>().OneOf(-1, 0)	could be 0 or any number? as per https://docs.microsoft.com/en-us/dotnet/api/system.uint32.compareto?view=netframework-4.7.2
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L56	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	this._id._increment == Contract.OldValue(this._id._timestamp)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L57	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id == Contract.OldValue(other._id)	other could be null
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L58	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id._increment == Contract.OldValue(other._id._increment)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L59	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	this._id._increment == Contract.OldValue(this._id._machine)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L60	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id._timestamp.OneOf(0, 1549695851)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L61	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	this._id._increment == Contract.OldValue(this._id._increment)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/Core/Clusters/ElectionId.cs#L62	mongo-csharp-driver	MongoDB.Driver.Core.Clusters.ElectionId.CompareTo(MongoDB.Driver.Core.Clusters.ElectionId other)	post	other._id._pid == Contract.OldValue(other._id._pid)	other could be null
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L114	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._numberReturned.OneOf(0, 2)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L115	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._startingFrom.OneOf(0, 4)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L116	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._queryFailureDocument._allowDuplicateNames == false	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L117	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._awaitCapable == message._cursorNotFound	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L118	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._cursorId == 3	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L119	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._queryFailureDocument._indexes == null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L120	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._awaitCapable == message._queryFailureDocument._allowDuplicateNames	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L121	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._serializer != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L122	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	pre	message._queryFailureDocument._elements != null	see https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/ReplyMessage.cs#L90
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L123	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._awaitCapable == Contract.OldValue(message._cursorNotFound)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L124	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._documents == Contract.OldValue(message._documents)	not useful
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L125	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._startingFrom.OneOf(0, 4)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L126	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._queryFailureDocument == Contract.OldValue(message._queryFailureDocument)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L127	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._queryFailureDocument._indexes == Contract.OldValue(message._queryFailureDocument._indexes)	not useful
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L128	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._awaitCapable == message._cursorNotFound	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L129	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._numberReturned.OneOf(0, 2)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L130	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._queryFailureDocument._indexes == null	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L131	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._serializer == Contract.OldValue(message._serializer)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e7/src/MongoDB.Driver.Core/Core/WireProtocol/Messages/Encoders/BinaryEncoders/ReplyMessageBinaryEncoder.cs#L132	mongo-csharp-driver	MongoDB.Driver.Core.WireProtocol.Messages.Encoders.BinaryEncoders.ReplyMessageBinaryEncoder`1.WriteMessage(MongoDB.Driver.Core.WireProtocol.Messages.ReplyMessage`1<TDocument> message)	post	message._queryFailureDocument._allowDuplicateNames == Contract.OldValue(message._queryFailureDocument._allowDuplicateNames)	not useful
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L142	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	pre	this._mode != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L143	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	pre	other._tagSets != null	other could be null
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L144	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	pre	this._tagSets != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L145	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	pre	other != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L146	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	pre	this._mode == other._mode	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L147	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._mode == Contract.OldValue(other._mode)	other could be null
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L148	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._tagSets == Contract.OldValue(this._tagSets)	
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L149	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._mode == Contract.OldValue(this._mode)	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L150	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	other._tagSets != null	other could be null
valid	valid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L151	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._tagSets != null	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L152	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	Contract.Result<bool>() == true	
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L153	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	other._tagSets == Contract.OldValue(other._tagSets)	
conflict	invalid	valid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L154	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._mode != null	R2: I see several uses (like in toString) that seem to assume it is non-null
invalid	invalid	invalid	https://github.com/mongodb/mongo-csharp-driver/blob/6f237b66e70e35c11d2d7bbce3efa49d2dd1ea25/src/MongoDB.Driver.Core/ReadPreference.cs#L155	mongo-csharp-driver	MongoDB.Driver.ReadPreference.Equals(MongoDB.Driver.ReadPreference other)	post	this._mode == other._mode	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L57	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._dataStack._size.OneOf(1, 2, 5)	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L58	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._dataStack._size < this._dataStack._array.Count()-1	funny one; as per .Net Core implementation, Stack resizes only when precisely full; this stack must never have gotten that far -- https://github.com/dotnet/corefx/blob/master/src/System.Collections/src/System/Collections/Generic/Stack.cs#L265
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L59	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._dataStack._syncRoot == this._dataStack._array[this._sectionStack._size]	
irrelevant	irrelevant	irrelevant	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L60	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._templateLocator == null	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L61	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._sectionStack._array[this._dataStack._size] == null	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L62	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._dataStack._size == this._sectionStack._size	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L63	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._includeLevel.OneOf(0, 1, 2)	Includelimit allows up to 1024
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L64	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._dataStack._version > this._includeLevel	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L65	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	this._indent.OneOf(" ", " ")	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L66	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	pre	Contract.Exists(this._dataStack._array, x => x.Equals(this._sectionStack._array[this._dataStack._size]))	not very relevant
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L67	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	this._dataStack._array[this._includeLevel] != null	likely invalid
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L68	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	this._dataStack._array.Count().OneOf(4, 8)	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L69	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	Contract.Result<object>() == this._sectionStack._array[this._dataStack._size]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L70	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	Contract.Result<object>() == this._dataStack._array[this._dataStack._version-1]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L71	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	this._dataStack._syncRoot == Contract.OldValue(this._dataStack._array[this._sectionStack._version])	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L72	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	path.Equals("else")	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L73	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	Contract.Result<object>() == this._dataStack._array[Contract.OldValue(this._sectionStack._size)]	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L74	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	this._dataStack._syncRoot == Contract.Result<object>()	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L75	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	this._dataStack._array.Count() == Contract.OldValue(this._sectionStack._array).Count()	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/RenderContext.cs#L76	nustache	Nustache.Core.RenderContext.GetValue(System.String path)	post	Contract.Result<object>() == Contract.OldValue(this._dataStack._array[this._dataStack._version-1])	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L24	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._version != context._dataStack._array.Count()-1	
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L25	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._size != context._dataStack._array.Count()-1	Core Stack spec allows this
invalid	invalid	invalid	https://github.com/jdiamond/Nustache/blob/23f9cceb6dc01b3de467fc57c1b5da99e39a08b1/Nustache.Core/TemplateInclude.cs#L26	nustache	Nustache.Core.TemplateInclude.Render(Nustache.Core.RenderContext context)	pre	context._dataStack._version >= context._indenter.capsize	
